features_id,bedrooms,squareFootage,features,bathrooms,lotSize
357,3.0,1192.0,"{'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1, 'cooling': True, 'coolingType': 'Central'}",1.0,9278.0
358,1.0,659.0,"{'architectureType': 'Condo / Apartment', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'unitCount': 1}",1.0,20127.0
359,0.0,0.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1}",0.0,0.0
360,3.0,1848.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",2.0,23958.0
361,0.0,1600.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,7819.0
362,3.0,1440.0,"{'architectureType': 'Condo / Apartment', 'exteriorType': 'Brick', 'floorCount': 2, 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Metal', 'roomCount': 6, 'unitCount': 1}",2.0,1620.0
363,3.0,1453.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,7501.0
364,3.0,1398.0,"{'architectureType': 'French Provincial', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt'}",2.0,15682.0
365,0.0,3964.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Block', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Gravel', 'unitCount': 1}",4.0,14021.0
366,3.0,1054.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Package', 'roomCount': 2, 'unitCount': 1}",2.0,7841.0
367,0.0,1780.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Fiberglass'}",2.0,8930.0
368,3.0,1223.0,"{'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle'}",2.0,13504.0
369,3.0,1886.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",2.0,10500.0
370,0.0,2028.0,"{'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Mixed', 'unitCount': 1}",0.0,9749.0
371,3.0,1886.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 10}",2.0,0.0
372,3.0,1079.0,"{'architectureType': 'Bi-Level', 'floorCount': 2, 'foundationType': 'Block', 'garage': True, 'garageType': 'Basement', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,11761.0
373,3.0,1599.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}",2.0,6098.0
374,0.0,3898.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.5,23076.0
375,0.0,640.0,"{'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'unitCount': 1}",0.0,4400.0
376,3.0,1764.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,10123.0
377,5.0,3640.0,"{'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Underground / Basement', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",4.0,5203.0
378,0.0,1881.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",0.0,34848.0
379,3.0,1535.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",2.0,13765.0
380,0.0,984.0,"{'cooling': True, 'coolingType': 'Package', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Package', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,9583.0
381,3.0,1822.0,"{'exteriorType': 'Brick Veneer', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'roofType': 'Composition Shingle'}",2.0,5663.0
382,2.0,1407.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Retaining Wall', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Roll Tar & Gravel', 'roomCount': 4, 'unitCount': 1}",1.0,11326.0
383,4.0,1804.0,"{'architectureType': 'Duplex', 'cooling': True, 'coolingType': 'Commercial', 'unitCount': 2}",2.0,5645.0
384,3.0,1449.0,"{'architectureType': 'Ranch / Rambler', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Forced Air'}",2.0,19166.0
385,3.0,1851.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool, Gunite', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,14700.0
386,4.0,1940.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,10827.0
387,4.0,1920.0,nan,2.0,7383.0
388,3.0,1650.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",2.0,7331.0
389,3.0,1152.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Asphalt', 'roomCount': 4, 'unitCount': 1}",1.0,24829.0
390,3.0,1800.0,"{'floorCount': 2, 'unitCount': 1}",2.5,1710.0
391,4.0,1369.0,nan,2.0,0.0
392,4.0,2394.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,8747.0
393,3.0,1730.0,"{'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",1.5,11088.0
394,2.0,1146.0,nan,1.0,0.0
395,0.0,1344.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Central'}",0.0,9801.0
396,4.0,2698.0,"{'cooling': True, 'coolingType': 'Partial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'garage': True, 'garageSpaces': 6, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Slate', 'roomCount': 8}",3.0,0.0
397,3.0,1106.0,nan,2.0,0.0
398,3.0,814.0,"{'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'roofType': 'Other', 'unitCount': 1}",1.0,7500.0
399,3.0,1122.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",1.0,16126.0
400,2.0,767.0,nan,1.0,0.0
401,4.0,2364.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 6, 'unitCount': 1}",1.0,6000.0
402,0.0,0.0,{'architectureType': 'Quadruplex'},0.0,2870.0
403,3.0,2349.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Masonry', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",2.5,31632.0
404,4.0,1207.0,"{'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'roomCount': 6, 'unitCount': 1}",2.0,5225.0
405,2.0,840.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 4, 'unitCount': 1}",1.0,4792.0
406,3.0,1490.0,nan,2.0,0.0
407,4.0,1402.0,"{'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'unitCount': 1}",2.0,6800.0
408,4.0,2388.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Shingle', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 10, 'unitCount': 1}",1.5,7841.0
409,3.0,1314.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",1.5,5663.0
410,3.0,2310.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 8, 'unitCount': 1}",2.0,10454.0
